pose_x,pose_y,pose_z
-0.21785563224613666,-0.0721898868783358,7.471747914722783
-0.26432067031999396,-0.08419385068796466,8.272926946644208
2.686448499719584,5.145379284295034,-0.0032505375684290516
3.072847386428237,5.873221003516734,-0.012119148317712602
3.4660088517850096,6.626991386110327,-0.011979368838255677
3.8686645691331045,7.386627141982836,-0.014589603154221475
4.257493767854321,8.144762704180042,-0.016380986466479425
4.657039981504656,8.91551542845712,-0.020244027311288937
5.061048453059032,9.70270457408154,-0.022927829499449326
5.463561293214857,10.493145222701589,-0.01600336415198572
5.873743295732407,11.273297984086454,-0.0064513978533990435
6.278184477246571,12.071645807592827,-0.007266070678592695
6.691814337705001,12.868865890083782,-0.0002971754705791141
7.088358911707369,13.689543904507481,-0.0004066417682587198
7.5080886699683145,14.505605656170367,0.004694498118058055
7.928509433224839,15.325055205875305,0.00789014528890164
8.341947384640642,16.162163698374272,0.009255805498833591
8.764881432888211,17.012024887951277,0.0016346284585669335
9.197123215622195,17.854642195822606,-0.016434664033427138
9.61734979983999,18.684220254784154,-0.01934692088978346
10.04946623420112,19.524764332980414,-0.013497576407290712
10.477677671615636,20.360345546100085,-0.009651166387560417
11.003617371157873,21.176217162256176,0.02851345960584778
11.449583209243531,22.022367522488427,0.03137415869858379
11.907294551871042,22.887479685360784,0.03418686352713368
12.358788841810243,23.736063129866437,0.034382039825844035
12.81128522097048,24.567747665105326,0.02316858332023891
13.26470501957203,25.42328195521305,0.018307993230358754
13.725075095598475,26.304011157297964,0.02086251056440741
14.179627659360724,27.192243135664405,0.01876432081746865
14.639946234270939,28.086744188825605,0.022259932443830788
15.110055254701853,28.979426622052948,0.03402866736390281
15.562311888271298,29.872380080126167,0.04035781712555292
16.012697644618036,30.76848514498077,0.049354510663225104
16.494932142059604,31.643265704314448,0.04834706221537849
16.9400566223961,32.5530973563873,0.0505303558134354
17.39405989499312,33.48122470617304,0.057068494550177984
17.862291508522276,34.38111524477512,0.03932285548008502
18.30510666804397,35.283409976906526,0.05388587169115605
18.769172969361897,36.17011419378974,0.06764270704692871
19.222109607711978,37.05426777573031,0.05365013867005003
19.662394113965178,37.95478790711881,0.06461664803753026
20.090358112969042,38.81760091983183,0.07834190941217906
20.519798952432993,39.69912458187764,0.0866228711687897
21.072618188891628,40.89377181778332,0.1937001617112371
21.517946506384053,41.74325118816493,0.19415306762294154
21.968913515841646,42.60026327260048,0.20817488967664582
22.41351040949647,43.453083655810865,0.21760415353299783
22.848052505941155,44.31319208055631,0.21940570097277795
23.271675259263652,45.156049799326055,0.21919890732485509
23.705904626156897,46.017890583590805,0.24662628763033606
24.144230856141913,46.87431655458991,0.2607672521235967
24.564730060292284,47.72987628306916,0.26417677214325247
24.98308285147729,48.566581407186,0.27340740870386054
25.392209722397038,49.378663696073005,0.2700547604678852
25.802934298636412,50.20577451116998,0.27681407541877273
26.213230525810197,51.034013354497404,0.28867558006353305
26.61119487394814,51.84427038924593,0.30607994637663266
27.007807221470543,52.64197379145397,0.3211983849328482
27.401209111772534,53.42309797978265,0.3348223620227398
27.775248063919598,54.19811626302546,0.35302631311029603
28.155638406804282,54.955827636758734,0.3576918879256284
28.534153428668183,55.713932922359824,0.3697740585449217
28.90515448070232,56.4342236098439,0.38666615653193054
29.26308441764997,57.16227565548684,0.39435458940213813
29.61185329038672,57.88852562959314,0.40616794550400176
29.95027013095946,58.596810265368035,0.4191557500333885
30.318378478448057,59.47897820733283,0.21167996967148894
30.63445092161422,60.16029593426222,0.22389432426632216
30.949787242786325,60.83065436410507,0.24221615937504104
31.259850859139117,61.4793628470313,0.25399911367066774
31.56356926218407,62.11610210267768,0.2554528845138776
31.85878827909978,62.7298638248351,0.2684962778074452
32.1460628092607,63.31922611567507,0.28869781567982133
32.421981820052,63.89002266366314,0.30167502557300396
32.69973924077813,64.45165866915744,0.315974348021241
32.96258429698311,64.98127789401968,0.32075514478131717
33.22144080630852,65.51038807688965,0.3417194697887941
33.47383173960286,66.0342363994568,0.3511224920647745
33.71460559461394,66.54301621361373,0.36405176598596933
33.95819925904959,67.02203012017927,0.370936598464375
34.21470663809052,67.49449638880782,0.37269966550377875
34.45941364693189,67.95054539530071,0.3725963157771871
34.69855555631918,68.3963335234084,0.37482030707571024
34.955229547116744,68.83505433376311,0.3581628290629618
35.21565275402946,69.2475550925891,0.33843012579771703
35.483646165687475,69.64708484839554,0.3184378009199821
35.746473352095975,70.02177991946445,0.2932323970835359
36.03998476674877,70.38040343801543,0.2521502733966089
36.12020764210946,70.77945293192657,0.3680387458466036
36.4210484095697,71.10515621836079,0.36517875609993716
36.73246068701551,71.42336695776766,0.34454490584129144
37.05144176730522,71.70148601189887,0.33931437297103034
37.37411215425376,71.96258990012879,0.32269621737502047
37.71322748363254,72.19195117696015,0.3050191592962338
38.06058014156351,72.39916341941387,0.27995343821138446
38.415004680012196,72.57003984196633,0.2551289586376399
38.778724697396726,72.71631176727708,0.22721865273340153
39.151560473249866,72.84051969269186,0.2006582222895626
39.52887845746073,72.92809437110974,0.17111697882190108
39.902274164148714,73.00613353692897,0.14936843233418784
40.274727977333676,73.04518899539335,0.12108277364506248
40.64878199473511,73.05641778049804,0.09285247836466282
41.026465843652524,73.05090735319028,0.06038618724161149
41.39601243204699,73.01798829575083,0.0253786446305595
41.60738639675512,73.80233876024994,0.29257446128387377
41.969421815895465,73.75618646974398,0.2812417981435108
42.33189620480817,73.69129714301029,0.2724135325758212
42.69669679220699,73.60280562949663,0.2559199147962535
43.06717219653136,73.52009478748373,0.24120314556178224
43.45165140173493,73.4466124270395,0.23545320051717433
43.82889769929174,73.37506658445179,0.2391006505953115
44.207986056323904,73.28017097642041,0.23645779638441572
44.59509385968478,73.16466279490591,0.22954443528274598
44.96809413337072,73.02314770032626,0.22572635284539422
45.34735345300605,72.87413390740171,0.2056377149209513
45.739402207447625,72.72181986905312,0.18698290600117934
46.149722992080726,72.56888217027605,0.18071513953051566
46.58262405741225,72.40748596318497,0.1819353337606714
47.02459466762552,72.22875216704948,0.1795729077493069
47.4772843970665,72.03998268606495,0.17488585948557878
47.937063348911586,71.83833103373429,0.1660095238853918
48.41169067714087,71.6276479054762,0.15670842224156778
48.89076050100511,71.41099445004076,0.1450037628148293
49.39236382842143,71.18163160204888,0.13608660160201602
49.90598261779358,70.94788797988174,0.1277393901150572
50.59742732019942,70.62263240192677,0.2014087715143072
51.14028444281136,70.35946425426182,0.20125892988363586
51.70351999402463,70.08250500043546,0.20160604506128582
52.285533758542364,69.80153338532206,0.19058651942601185
52.87785722581432,69.51625420629553,0.1866809208946449
53.48081834471839,69.21142566619622,0.1791683719010405
54.098379426220426,68.90821998540585,0.17602995633678453
54.74607105842997,68.6000282101378,0.16625144731471608
