sequence,timestamp_sec,timestamp_nsec,uniqueID,pixels_u,pixels_v,pose_x,pose_y,pose_z
10,1,36909568,1,998.6688232421875,27.775732040405273,3.736666202545166,15.556388854980469,1.8353019952774048
10,1,36909568,2,359.6052551269531,151.27972412109375,-9.970203399658203,32.26343536376953,1.255440354347229
10,1,36909568,4,643.2914428710938,172.433349609375,0.2489762306213379,62.59599304199219,1.0340631008148193
10,1,36909568,6,482.7660217285156,193.71839904785156,-8.103717803955078,43.782588958740234,-0.3675526976585388
10,1,36909568,513,741.681640625,109.87317657470703,2.1792361736297607,24.078229904174805,1.8027701377868652
10,1,36909568,8,685.553466796875,152.9727783203125,2.348461627960205,47.122108459472656,1.9503506422042847
10,1,36909568,11,419.99462890625,135.58016967773438,-11.344034194946289,43.819942474365234,2.6143579483032227
10,1,36909568,12,227.23707580566406,244.30751037597656,-9.491974830627441,23.350168228149414,-1.2665317058563232
10,1,36909568,526,719.8652954101562,29.351390838623047,1.6989789009094238,24.35340690612793,3.7395482063293457
10,1,36909568,527,97.05316162109375,155.56385803222656,-12.745376586914062,23.62858772277832,0.7399898767471313
10,1,36909568,20,501.56011962890625,132.22637939453125,-18.292102813720703,102.58929443359375,7.122023582458496
10,1,36909568,23,685.57861328125,114.63681030273438,2.6115574836730957,49.65370559692383,4.210483074188232
10,1,36909568,536,551.2401733398438,324.92388916015625,-1.2031806707382202,15.629189491271973,-1.520920753479004
10,1,36909568,516,450.3030700683594,179.478759765625,-15.715852737426758,66.44850158691406,0.5857797861099243
10,1,36909568,28,316.0138244628906,161.55857849121094,-13.370855331420898,36.37165832519531,0.9778099656105042
10,1,36909568,37,336.4154357910156,238.48094177246094,-7.131953716278076,23.70931625366211,-1.1568231582641602
10,1,36909568,42,276.8412170410156,136.56948852539062,-13.439202308654785,33.289283752441406,1.847421646118164
10,1,36909568,43,215.81784057617188,139.52877807617188,-13.172646522521973,29.033447265625,1.489618182182312
10,1,36909568,556,729.5696411132812,266.1306457519531,1.4903078079223633,20.90829086303711,-1.4252649545669556
10,1,36909568,558,896.6629638671875,283.16925048828125,2.4574666023254395,15.008623123168945,-0.9239585995674133
10,1,36909568,561,1065.0467529296875,284.9239501953125,3.2201290130615234,13.4039306640625,-0.7151270508766174
10,1,36909568,562,145.7449493408203,5.081593036651611,-7.975684642791748,18.495697021484375,2.9277169704437256
10,1,36909568,563,510.2049560546875,268.5177917480469,-2.559525489807129,20.60239028930664,-1.4411747455596924
10,1,36909568,564,808.6494140625,114.80780029296875,4.582565784454346,27.869739532470703,2.0698060989379883
10,1,36909568,53,287.3129577636719,193.27134704589844,-12.981942176818848,33.19652557373047,-0.3250747621059418
10,1,36909568,567,957.3095092773438,255.1284637451172,3.0739619731903076,15.027365684509277,-0.6346360445022583
10,1,36909568,62,525.6377563476562,174.40272521972656,-16.58563995361328,112.28966522216797,1.6998522281646729
10,1,36909568,65,155.25997924804688,233.179931640625,-12.855252265930176,25.775585174560547,-1.19432532787323
10,1,36909568,70,608.9682006835938,174.50335693359375,-6.370454788208008,162.6669158935547,2.452742099761963
10,1,36909568,73,251.35154724121094,298.4203796386719,-5.667275905609131,17.398210525512695,-1.523770809173584
10,1,36909568,74,456.0310363769531,66.08562469482422,-6.800095558166504,33.22196578979492,4.389215469360352
10,1,36909568,75,744.396240234375,62.69855880737305,2.0294270515441895,22.871919631958008,2.702695846557617
10,1,36909568,76,654.6641235351562,41.137962341308594,0.3392389416694641,27.650741577148438,4.188220500946045
10,1,36909568,77,615.9393920898438,95.42649841308594,-1.3280683755874634,43.25503158569336,4.561493396759033
10,1,36909568,78,695.3092041015625,241.15391540527344,1.197014331817627,24.781150817871094,-1.248448133468628
10,1,36909568,80,122.3260269165039,68.96847534179688,-8.663627624511719,18.923097610473633,1.9029020071029663
10,1,36909568,82,595.802734375,137.04071044921875,-5.03139591217041,90.41259765625,5.636398792266846
10,1,36909568,86,457.5550231933594,12.968046188354492,-5.901707172393799,29.84440803527832,5.47560453414917
10,1,36909568,88,238.0150604248047,184.42481994628906,-13.399170875549316,30.665685653686523,0.08459124714136124
10,1,36909568,89,167.99359130859375,185.9844207763672,-12.967981338500977,26.44443702697754,0.03713075444102287
10,1,36909568,94,931.83642578125,217.99424743652344,2.8550422191619873,15.11490249633789,-0.2563178241252899
10,1,36909568,97,768.07861328125,140.7158660888672,2.8730344772338867,24.67850112915039,1.1272292137145996
10,1,36909568,98,485.528076171875,43.72542953491211,-5.170200824737549,30.641157150268555,4.684607982635498
10,1,36909568,100,852.6129760742188,293.67755126953125,2.080921173095703,15.298365592956543,-1.1046648025512695
10,1,36909568,102,559.5823974609375,139.76376342773438,-10.843257904052734,105.02810668945312,6.244008541107178
10,1,36909568,103,395.8916015625,57.70492172241211,-7.213283538818359,28.014816284179688,3.7735769748687744
10,1,36909568,108,356.7559814453125,69.6299057006836,-8.265657424926758,27.746828079223633,3.3926608562469482
10,1,36909568,110,767.687255859375,300.7690124511719,1.493334412574768,17.166858673095703,-1.4795560836791992
10,1,36909568,111,433.25909423828125,222.31878662109375,-6.877178192138672,30.687236785888672,-1.1530036926269531
10,1,36909568,117,646.1557006835938,134.564453125,0.5417026281356812,67.1338119506836,4.1955342292785645
10,1,36909568,140,415.2226257324219,278.7839660644531,-3.9370038509368896,19.35886001586914,-1.4811228513717651
10,1,36909568,157,762.921142578125,193.1895294189453,2.5340070724487305,23.429777145385742,-0.10311639308929443
10,1,36909568,159,103.89453125,310.56890869140625,-7.328801155090332,16.769325256347656,-1.6057534217834473
10,1,36909568,164,735.91064453125,372.3509521484375,0.6090972423553467,13.49108600616455,-1.4847556352615356
10,1,36909568,166,439.9023742675781,105.39813232421875,-9.507007598876953,40.879493713378906,3.8081295490264893
10,1,36909568,175,621.7235717773438,233.02349853515625,-0.7830517292022705,31.165422439575195,-1.3978606462478638
10,1,36909568,182,164.85482788085938,308.44342041015625,-6.494228363037109,16.77212142944336,-1.5838416814804077
10,1,36909568,518,18.90951156616211,31.845670700073242,-8.517366409301758,16.7900447845459,2.1493027210235596
10,1,36909568,213,70.04405212402344,106.7109146118164,-8.916522979736328,18.132139205932617,1.283974528312683
10,1,36909568,7,384.2712097167969,201.9454803466797,-7.46829891204834,27.769624710083008,-0.460613876581192
10,1,36909568,238,762.5210571289062,245.23040771484375,2.3116495609283447,21.93573760986328,-1.0545637607574463
10,1,36909568,248,655.1735229492188,89.19779205322266,0.44380152225494385,33.833702087402344,3.6191635131835938
10,1,36909568,266,462.78662109375,149.88282775878906,-11.673617362976074,54.24103927612305,2.438049554824829
10,1,36909568,267,618.4110717773438,55.293701171875,-1.0340369939804077,37.644683837890625,5.553598403930664
10,1,36909568,269,281.256103515625,101.33051300048828,-13.429760932922363,33.59919357299805,3.20784854888916
10,1,36909568,282,467.47100830078125,267.9148254394531,-3.312462568283081,20.55447006225586,-1.463528037071228
10,1,36909568,292,625.0068969726562,295.906005859375,-0.4320199489593506,17.594755172729492,-1.463828444480896
10,1,36909568,293,380.825927734375,17.156627655029297,-7.370128631591797,27.196088790893555,4.763775825500488
10,1,36909568,302,13.452041625976562,268.53265380859375,-9.216373443603516,17.46307373046875,-1.1326831579208374
10,1,36909568,308,805.5977172851562,157.37478637695312,4.790302753448486,29.103076934814453,0.8803853392601013
10,1,36909568,330,560.1327514648438,274.5018005371094,-1.5851433277130127,19.997434616088867,-1.48457670211792
10,1,36909568,336,676.7262573242188,294.6357421875,0.34787386655807495,17.544065475463867,-1.452326774597168
10,1,36909568,343,359.7156982421875,299.79071044921875,-4.147306442260742,17.505176544189453,-1.5555763244628906
10,1,36909568,348,331.5887451171875,39.963096618652344,-8.919411659240723,27.517658233642578,4.179731369018555
